 "y",    "x",   "data"
 -1.40,  0.00,  1.00,
 -1.40,  2.81,  1.00,
 -1.40,  5.62,  1.00,
 -1.40,  8.44,  1.00,
 -1.40, 11.25,  1.00,
 -1.40, 14.06,  1.00,
 -1.40, 16.88,  1.00,
 -1.40, 19.69,  1.00,
 -1.40, 22.50,  1.00,
 -1.40, 25.31,  1.00,
 -1.40, 28.12,  1.00,
 -1.40, 30.94,  1.00,
 -1.40, 33.75,  0.00,
 -1.40, 36.56,  1.00,
 -1.40, 39.38,  1.00,
 -1.40, 42.19,  1.00,
 -1.40, 45.00,  0.00,
 -1.40, 47.81,  0.00,
 -1.40, 50.62,  0.00,
 -1.40, 53.44,  0.00,
 -1.40, 56.25,  0.00,
 -1.40, 59.06,  0.00,
 -1.40, 61.88,  0.00,
 -1.40, 64.69,  0.00,
 -1.40, 67.50,  0.00,
 -1.40, 70.31,  0.00,
 -1.40, 73.12,  0.00,
 -1.40, 75.94,  0.00,
 -1.40, 78.75,  0.00,
 -1.40, 81.56,  0.00,
 -1.40, 84.38,  0.00,
 -1.40, 87.19,  0.00,
 -1.40, 90.00,  0.00,
 -1.40, 92.81,  0.00,
 -1.40, 95.62,  0.00,
 -1.40, 98.44,  0.00,
 -1.40,101.25,  0.00,
 -1.40,104.06,  0.00,
 -1.40,106.88,  0.00,
 -1.40,109.69,  0.00,
 -1.40,112.50,  0.00,
 -1.40,115.31,  0.00,
 -1.40,118.12,  0.00,
 -1.40,120.94,  0.00,
 -1.40,123.75,  0.00,
 -1.40,126.56,  0.00,
 -1.40,129.38,  0.00,
 -1.40,132.19,  0.00,
 -1.40,135.00,  0.00,
 -1.40,137.81,  0.00,
 -1.40,140.62,  0.00,
 -1.40,143.44,  0.00,
 -1.40,146.25,  0.00,
 -1.40,149.06,  0.00,
 -1.40,151.88,  0.00,
 -1.40,154.69,  0.00,
 -1.40,157.50,  0.00,
 -1.40,160.31,  0.00,
 -1.40,163.12,  0.00,
 -1.40,165.94,  0.00,
 -1.40,168.75,  0.00,
 -1.40,171.56,  0.00,
 -1.40,174.38,  0.00,
 -1.40,177.19,  0.00,
 -1.40,180.00,  0.00,
 -1.40,182.81,  0.00,
 -1.40,185.62,  0.00,
 -1.40,188.44,  0.00,
 -1.40,191.25,  0.00,
 -1.40,194.06,  0.00,
 -1.40,196.88,  0.00,
 -1.40,199.69,  0.00,
 -1.40,202.50,  0.00,
 -1.40,205.31,  0.00,
 -1.40,208.12,  0.00,
 -1.40,210.94,  0.00,
 -1.40,213.75,  0.00,
 -1.40,216.56,  0.00,
 -1.40,219.38,  0.00,
 -1.40,222.19,  0.00,
 -1.40,225.00,  0.00,
 -1.40,227.81,  0.00,
 -1.40,230.62,  0.00,
 -1.40,233.44,  0.00,
 -1.40,236.25,  0.00,
 -1.40,239.06,  0.00,
 -1.40,241.88,  0.00,
 -1.40,244.69,  0.00,
 -1.40,247.50,  0.00,
 -1.40,250.31,  0.00,
 -1.40,253.12,  0.00,
 -1.40,255.94,  0.00,
 -1.40,258.75,  0.00,
 -1.40,261.56,  0.00,
 -1.40,264.38,  0.00,
 -1.40,267.19,  0.00,
 -1.40,270.00,  0.00,
 -1.40,272.81,  0.00,
 -1.40,275.62,  0.00,
 -1.40,278.44,  0.00,
 -1.40,281.25,  0.00,
 -1.40,284.06,  0.00,
 -1.40,286.88,  0.00,
 -1.40,289.69,  0.00,
 -1.40,292.50,  0.00,
 -1.40,295.31,  0.00,
 -1.40,298.12,  0.00,
 -1.40,300.94,  0.00,
 -1.40,303.75,  0.00,
 -1.40,306.56,  0.00,
 -1.40,309.38,  0.00,
 -1.40,312.19,  0.00,
 -1.40,315.00,  0.00,
 -1.40,317.81,  0.00,
 -1.40,320.62,  0.00,
 -1.40,323.44,  1.00,
 -1.40,326.25,  1.00,
 -1.40,329.06,  1.00,
 -1.40,331.88,  1.00,
 -1.40,334.69,  1.00,
 -1.40,337.50,  1.00,
 -1.40,340.31,  1.00,
 -1.40,343.12,  1.00,
 -1.40,345.94,  1.00,
 -1.40,348.75,  1.00,
 -1.40,351.56,  1.00,
 -1.40,354.38,  1.00,
 -1.40,357.19,  1.00,
 -4.19,  0.00,  1.00,
 -4.19,  2.81,  1.00,
 -4.19,  5.62,  1.00,
 -4.19,  8.44,  1.00,
 -4.19, 11.25,  1.00,
 -4.19, 14.06,  1.00,
 -4.19, 16.88,  1.00,
 -4.19, 19.69,  1.00,
 -4.19, 22.50,  1.00,
 -4.19, 25.31,  1.00,
 -4.19, 28.12,  1.00,
 -4.19, 30.94,  1.00,
 -4.19, 33.75,  1.00,
 -4.19, 36.56,  1.00,
 -4.19, 39.38,  1.00,
 -4.19, 42.19,  0.00,
 -4.19, 45.00,  0.00,
 -4.19, 47.81,  0.00,
 -4.19, 50.62,  0.00,
 -4.19, 53.44,  0.00,
 -4.19, 56.25,  0.00,
 -4.19, 59.06,  0.00,
 -4.19, 61.88,  0.00,
 -4.19, 64.69,  0.00,
 -4.19, 67.50,  0.00,
 -4.19, 70.31,  0.00,
 -4.19, 73.12,  0.00,
 -4.19, 75.94,  0.00,
 -4.19, 78.75,  0.00,
 -4.19, 81.56,  0.00,
 -4.19, 84.38,  0.00,
 -4.19, 87.19,  0.00,
 -4.19, 90.00,  0.00,
 -4.19, 92.81,  0.00,
 -4.19, 95.62,  0.00,
 -4.19, 98.44,  0.00,
 -4.19,101.25,  0.00,
 -4.19,104.06,  0.00,
 -4.19,106.88,  0.00,
 -4.19,109.69,  0.00,
 -4.19,112.50,  0.00,
 -4.19,115.31,  0.00,
 -4.19,118.12,  0.00,
 -4.19,120.94,  0.00,
 -4.19,123.75,  0.00,
 -4.19,126.56,  0.00,
 -4.19,129.38,  0.00,
 -4.19,132.19,  0.00,
 -4.19,135.00,  0.00,
 -4.19,137.81,  0.00,
 -4.19,140.62,  0.00,
 -4.19,143.44,  0.00,
 -4.19,146.25,  0.00,
 -4.19,149.06,  0.00,
 -4.19,151.88,  0.00,
 -4.19,154.69,  0.00,
 -4.19,157.50,  0.00,
 -4.19,160.31,  0.00,
 -4.19,163.12,  0.00,
 -4.19,165.94,  0.00,
 -4.19,168.75,  0.00,
 -4.19,171.56,  0.00,
 -4.19,174.38,  0.00,
 -4.19,177.19,  0.00,
 -4.19,180.00,  0.00,
 -4.19,182.81,  0.00,
 -4.19,185.62,  0.00,
 -4.19,188.44,  0.00,
 -4.19,191.25,  0.00,
 -4.19,194.06,  0.00,
 -4.19,196.88,  0.00,
 -4.19,199.69,  0.00,
 -4.19,202.50,  0.00,
 -4.19,205.31,  0.00,
 -4.19,208.12,  0.00,
 -4.19,210.94,  0.00,
 -4.19,213.75,  0.00,
 -4.19,216.56,  0.00,
 -4.19,219.38,  0.00,
 -4.19,222.19,  0.00,
 -4.19,225.00,  0.00,
 -4.19,227.81,  0.00,
 -4.19,230.62,  0.00,
 -4.19,233.44,  0.00,
 -4.19,236.25,  0.00,
 -4.19,239.06,  0.00,
 -4.19,241.88,  0.00,
 -4.19,244.69,  0.00,
 -4.19,247.50,  0.00,
 -4.19,250.31,  0.00,
 -4.19,253.12,  0.00,
 -4.19,255.94,  0.00,
 -4.19,258.75,  0.00,
 -4.19,261.56,  0.00,
 -4.19,264.38,  0.00,
 -4.19,267.19,  0.00,
 -4.19,270.00,  0.00,
 -4.19,272.81,  0.00,
 -4.19,275.62,  0.00,
 -4.19,278.44,  0.00,
 -4.19,281.25,  0.00,
 -4.19,284.06,  0.00,
 -4.19,286.88,  0.00,
 -4.19,289.69,  0.00,
 -4.19,292.50,  0.00,
 -4.19,295.31,  0.00,
 -4.19,298.12,  0.00,
 -4.19,300.94,  0.00,
 -4.19,303.75,  0.00,
 -4.19,306.56,  0.00,
 -4.19,309.38,  0.00,
 -4.19,312.19,  0.00,
 -4.19,315.00,  0.00,
 -4.19,317.81,  0.00,
 -4.19,320.62,  0.00,
 -4.19,323.44,  1.00,
 -4.19,326.25,  1.00,
 -4.19,329.06,  1.00,
 -4.19,331.88,  1.00,
 -4.19,334.69,  1.00,
 -4.19,337.50,  1.00,
 -4.19,340.31,  1.00,
 -4.19,343.12,  1.00,
 -4.19,345.94,  1.00,
 -4.19,348.75,  1.00,
 -4.19,351.56,  1.00,
 -4.19,354.38,  1.00,
 -4.19,357.19,  1.00,
 -6.98,  0.00,  1.00,
 -6.98,  2.81,  1.00,
 -6.98,  5.62,  1.00,
 -6.98,  8.44,  1.00,
 -6.98, 11.25,  1.00,
 -6.98, 14.06,  1.00,
 -6.98, 16.88,  1.00,
 -6.98, 19.69,  1.00,
 -6.98, 22.50,  1.00,
 -6.98, 25.31,  1.00,
 -6.98, 28.12,  1.00,
 -6.98, 30.94,  1.00,
 -6.98, 33.75,  1.00,
 -6.98, 36.56,  1.00,
 -6.98, 39.38,  1.00,
 -6.98, 42.19,  0.00,
 -6.98, 45.00,  0.00,
 -6.98, 47.81,  0.00,
 -6.98, 50.62,  0.00,
 -6.98, 53.44,  0.00,
 -6.98, 56.25,  0.00,
 -6.98, 59.06,  0.00,
 -6.98, 61.88,  0.00,
 -6.98, 64.69,  0.00,
 -6.98, 67.50,  0.00,
 -6.98, 70.31,  0.00,
 -6.98, 73.12,  0.00,
 -6.98, 75.94,  0.00,
 -6.98, 78.75,  0.00,
 -6.98, 81.56,  0.00,
 -6.98, 84.38,  0.00,
 -6.98, 87.19,  0.00,
 -6.98, 90.00,  0.00,
 -6.98, 92.81,  0.00,
 -6.98, 95.62,  0.00,
 -6.98, 98.44,  0.00,
 -6.98,101.25,  0.00,
 -6.98,104.06,  0.00,
 -6.98,106.88,  0.00,
 -6.98,109.69,  0.00,
 -6.98,112.50,  0.00,
 -6.98,115.31,  0.00,
 -6.98,118.12,  0.00,
 -6.98,120.94,  0.00,
 -6.98,123.75,  0.00,
 -6.98,126.56,  0.00,
 -6.98,129.38,  0.00,
 -6.98,132.19,  0.00,
 -6.98,135.00,  0.00,
 -6.98,137.81,  0.00,
 -6.98,140.62,  0.00,
 -6.98,143.44,  0.00,
 -6.98,146.25,  0.00,
 -6.98,149.06,  0.00,
 -6.98,151.88,  0.00,
 -6.98,154.69,  0.00,
 -6.98,157.50,  0.00,
 -6.98,160.31,  0.00,
 -6.98,163.12,  0.00,
 -6.98,165.94,  0.00,
 -6.98,168.75,  0.00,
 -6.98,171.56,  0.00,
 -6.98,174.38,  0.00,
 -6.98,177.19,  0.00,
 -6.98,180.00,  0.00,
 -6.98,182.81,  0.00,
 -6.98,185.62,  0.00,
 -6.98,188.44,  0.00,
 -6.98,191.25,  0.00,
 -6.98,194.06,  0.00,
 -6.98,196.88,  0.00,
 -6.98,199.69,  0.00,
 -6.98,202.50,  0.00,
 -6.98,205.31,  0.00,
 -6.98,208.12,  0.00,
 -6.98,210.94,  0.00,
 -6.98,213.75,  0.00,
 -6.98,216.56,  0.00,
 -6.98,219.38,  0.00,
 -6.98,222.19,  0.00,
 -6.98,225.00,  0.00,
 -6.98,227.81,  0.00,
 -6.98,230.62,  0.00,
 -6.98,233.44,  0.00,
 -6.98,236.25,  0.00,
 -6.98,239.06,  0.00,
 -6.98,241.88,  0.00,
 -6.98,244.69,  0.00,
 -6.98,247.50,  0.00,
 -6.98,250.31,  0.00,
 -6.98,253.12,  0.00,
 -6.98,255.94,  0.00,
 -6.98,258.75,  0.00,
 -6.98,261.56,  0.00,
 -6.98,264.38,  0.00,
 -6.98,267.19,  0.00,
 -6.98,270.00,  0.00,
 -6.98,272.81,  0.00,
 -6.98,275.62,  0.00,
 -6.98,278.44,  0.00,
 -6.98,281.25,  0.00,
 -6.98,284.06,  0.00,
 -6.98,286.88,  0.00,
 -6.98,289.69,  0.00,
 -6.98,292.50,  0.00,
 -6.98,295.31,  0.00,
 -6.98,298.12,  0.00,
 -6.98,300.94,  0.00,
 -6.98,303.75,  0.00,
 -6.98,306.56,  0.00,
 -6.98,309.38,  0.00,
 -6.98,312.19,  0.00,
 -6.98,315.00,  1.00,
 -6.98,317.81,  0.00,
 -6.98,320.62,  0.00,
 -6.98,323.44,  1.00,
 -6.98,326.25,  1.00,
 -6.98,329.06,  1.00,
 -6.98,331.88,  1.00,
 -6.98,334.69,  1.00,
 -6.98,337.50,  1.00,
 -6.98,340.31,  1.00,
 -6.98,343.12,  1.00,
 -6.98,345.94,  1.00,
 -6.98,348.75,  1.00,
 -6.98,351.56,  1.00,
 -6.98,354.38,  1.00,
 -6.98,357.19,  1.00,
 -9.77,  0.00,  1.00,
 -9.77,  2.81,  1.00,
 -9.77,  5.62,  1.00,
 -9.77,  8.44,  1.00,
 -9.77, 11.25,  1.00,
 -9.77, 14.06,  1.00,
 -9.77, 16.88,  1.00,
 -9.77, 19.69,  1.00,
 -9.77, 22.50,  1.00,
 -9.77, 25.31,  1.00,
 -9.77, 28.12,  1.00,
 -9.77, 30.94,  1.00,
 -9.77, 33.75,  1.00,
 -9.77, 36.56,  1.00,
 -9.77, 39.38,  1.00,
 -9.77, 42.19,  0.00,
 -9.77, 45.00,  0.00,
 -9.77, 47.81,  0.00,
 -9.77, 50.62,  0.00,
 -9.77, 53.44,  0.00,
 -9.77, 56.25,  0.00,
 -9.77, 59.06,  0.00,
 -9.77, 61.88,  0.00,
 -9.77, 64.69,  0.00,
 -9.77, 67.50,  0.00,
 -9.77, 70.31,  0.00,
 -9.77, 73.12,  0.00,
 -9.77, 75.94,  0.00,
 -9.77, 78.75,  0.00,
 -9.77, 81.56,  0.00,
 -9.77, 84.38,  0.00,
 -9.77, 87.19,  0.00,
 -9.77, 90.00,  0.00,
 -9.77, 92.81,  0.00,
 -9.77, 95.62,  0.00,
 -9.77, 98.44,  0.00,
 -9.77,101.25,  0.00,
 -9.77,104.06,  0.00,
 -9.77,106.88,  0.00,
 -9.77,109.69,  0.00,
 -9.77,112.50,  0.00,
 -9.77,115.31,  0.00,
 -9.77,118.12,  0.00,
 -9.77,120.94,  0.00,
 -9.77,123.75,  0.00,
 -9.77,126.56,  0.00,
 -9.77,129.38,  0.00,
 -9.77,132.19,  0.00,
 -9.77,135.00,  0.00,
 -9.77,137.81,  0.00,
 -9.77,140.62,  0.00,
 -9.77,143.44,  0.00,
 -9.77,146.25,  0.00,
 -9.77,149.06,  0.00,
 -9.77,151.88,  0.00,
 -9.77,154.69,  0.00,
 -9.77,157.50,  0.00,
 -9.77,160.31,  0.00,
 -9.77,163.12,  0.00,
 -9.77,165.94,  0.00,
 -9.77,168.75,  0.00,
 -9.77,171.56,  0.00,
 -9.77,174.38,  0.00,
 -9.77,177.19,  0.00,
 -9.77,180.00,  0.00,
 -9.77,182.81,  0.00,
 -9.77,185.62,  0.00,
 -9.77,188.44,  0.00,
 -9.77,191.25,  0.00,
 -9.77,194.06,  0.00,
 -9.77,196.88,  0.00,
 -9.77,199.69,  0.00,
 -9.77,202.50,  0.00,
 -9.77,205.31,  0.00,
 -9.77,208.12,  0.00,
 -9.77,210.94,  0.00,
 -9.77,213.75,  0.00,
 -9.77,216.56,  0.00,
 -9.77,219.38,  0.00,
 -9.77,222.19,  0.00,
 -9.77,225.00,  0.00,
 -9.77,227.81,  0.00,
 -9.77,230.62,  0.00,
 -9.77,233.44,  0.00,
 -9.77,236.25,  0.00,
 -9.77,239.06,  0.00,
 -9.77,241.88,  0.00,
 -9.77,244.69,  0.00,
 -9.77,247.50,  0.00,
 -9.77,250.31,  0.00,
 -9.77,253.12,  0.00,
 -9.77,255.94,  0.00,
 -9.77,258.75,  0.00,
 -9.77,261.56,  0.00,
 -9.77,264.38,  0.00,
 -9.77,267.19,  0.00,
 -9.77,270.00,  0.00,
 -9.77,272.81,  0.00,
 -9.77,275.62,  0.00,
 -9.77,278.44,  0.00,
 -9.77,281.25,  0.00,
 -9.77,284.06,  0.00,
 -9.77,286.88,  0.00,
 -9.77,289.69,  0.00,
 -9.77,292.50,  0.00,
 -9.77,295.31,  0.00,
 -9.77,298.12,  0.00,
 -9.77,300.94,  0.00,
 -9.77,303.75,  0.00,
 -9.77,306.56,  0.00,
 -9.77,309.38,  0.00,
 -9.77,312.19,  0.00,
 -9.77,315.00,  1.00,
 -9.77,317.81,  0.00,
 -9.77,320.62,  1.00,
 -9.77,323.44,  1.00,
 -9.77,326.25,  1.00,
 -9.77,329.06,  1.00,
 -9.77,331.88,  1.00,
 -9.77,334.69,  1.00,
 -9.77,337.50,  1.00,
 -9.77,340.31,  1.00,
 -9.77,343.12,  1.00,
 -9.77,345.94,  1.00,
 -9.77,348.75,  1.00,
 -9.77,351.56,  1.00,
 -9.77,354.38,  1.00,
 -9.77,357.19,  1.00,
-12.56,  0.00,  1.00,
-12.56,  2.81,  1.00,
-12.56,  5.62,  1.00,
-12.56,  8.44,  1.00,
-12.56, 11.25,  1.00,
-12.56, 14.06,  1.00,
-12.56, 16.88,  1.00,
-12.56, 19.69,  1.00,
-12.56, 22.50,  1.00,
-12.56, 25.31,  1.00,
-12.56, 28.12,  1.00,
-12.56, 30.94,  1.00,
-12.56, 33.75,  1.00,
-12.56, 36.56,  0.00,
-12.56, 39.38,  0.00,
-12.56, 42.19,  0.00,
-12.56, 45.00,  0.00,
-12.56, 47.81,  0.00,
-12.56, 50.62,  0.00,
-12.56, 53.44,  0.00,
-12.56, 56.25,  0.00,
-12.56, 59.06,  0.00,
-12.56, 61.88,  0.00,
-12.56, 64.69,  0.00,
-12.56, 67.50,  0.00,
-12.56, 70.31,  0.00,
-12.56, 73.12,  0.00,
-12.56, 75.94,  0.00,
-12.56, 78.75,  0.00,
-12.56, 81.56,  0.00,
-12.56, 84.38,  0.00,
-12.56, 87.19,  0.00,
-12.56, 90.00,  0.00,
-12.56, 92.81,  0.00,
-12.56, 95.62,  0.00,
-12.56, 98.44,  0.00,
-12.56,101.25,  0.00,
-12.56,104.06,  0.00,
-12.56,106.88,  0.00,
-12.56,109.69,  0.00,
-12.56,112.50,  0.00,
-12.56,115.31,  0.00,
-12.56,118.12,  0.00,
-12.56,120.94,  0.00,
-12.56,123.75,  0.00,
-12.56,126.56,  0.00,
-12.56,129.38,  0.00,
-12.56,132.19,  0.00,
-12.56,135.00,  0.00,
-12.56,137.81,  0.00,
-12.56,140.62,  0.00,
-12.56,143.44,  0.00,
-12.56,146.25,  0.00,
-12.56,149.06,  0.00,
-12.56,151.88,  0.00,
-12.56,154.69,  0.00,
-12.56,157.50,  0.00,
-12.56,160.31,  0.00,
-12.56,163.12,  0.00,
-12.56,165.94,  0.00,
-12.56,168.75,  0.00,
-12.56,171.56,  0.00,
-12.56,174.38,  0.00,
-12.56,177.19,  0.00,
-12.56,180.00,  0.00,
-12.56,182.81,  0.00,
-12.56,185.62,  0.00,
-12.56,188.44,  0.00,
-12.56,191.25,  0.00,
-12.56,194.06,  0.00,
-12.56,196.88,  0.00,
-12.56,199.69,  0.00,
-12.56,202.50,  0.00,
-12.56,205.31,  0.00,
-12.56,208.12,  0.00,
-12.56,210.94,  0.00,
-12.56,213.75,  0.00,
-12.56,216.56,  0.00,
-12.56,219.38,  0.00,
-12.56,222.19,  0.00,
-12.56,225.00,  0.00,
-12.56,227.81,  0.00,
-12.56,230.62,  0.00,
-12.56,233.44,  0.00,
-12.56,236.25,  0.00,
-12.56,239.06,  0.00,
-12.56,241.88,  0.00,
-12.56,244.69,  0.00,
-12.56,247.50,  0.00,
-12.56,250.31,  0.00,
-12.56,253.12,  0.00,
-12.56,255.94,  0.00,
-12.56,258.75,  0.00,
-12.56,261.56,  0.00,
-12.56,264.38,  0.00,
-12.56,267.19,  0.00,
-12.56,270.00,  0.00,
-12.56,272.81,  0.00,
-12.56,275.62,  0.00,
-12.56,278.44,  0.00,
-12.56,281.25,  0.00,
-12.56,284.06,  0.00,
-12.56,286.88,  0.00,
-12.56,289.69,  0.00,
-12.56,292.50,  0.00,
-12.56,295.31,  0.00,
-12.56,298.12,  0.00,
-12.56,300.94,  0.00,
-12.56,303.75,  0.00,
-12.56,306.56,  0.00,
-12.56,309.38,  0.00,
-12.56,312.19,  0.00,
-12.56,315.00,  0.00,
-12.56,317.81,  1.00,
-12.56,320.62,  1.00,
-12.56,323.44,  1.00,
-12.56,326.25,  1.00,
-12.56,329.06,  1.00,
-12.56,331.88,  1.00,
-12.56,334.69,  1.00,
-12.56,337.50,  1.00,
-12.56,340.31,  1.00,
-12.56,343.12,  1.00,
-12.56,345.94,  1.00,
-12.56,348.75,  1.00,
-12.56,351.56,  1.00,
-12.56,354.38,  1.00,
-12.56,357.19,  1.00,
-15.35,  0.00,  1.00,
-15.35,  2.81,  1.00,
-15.35,  5.62,  1.00,
-15.35,  8.44,  1.00,
-15.35, 11.25,  1.00,
-15.35, 14.06,  1.00,
-15.35, 16.88,  1.00,
-15.35, 19.69,  1.00,
-15.35, 22.50,  1.00,
-15.35, 25.31,  1.00,
-15.35, 28.12,  1.00,
-15.35, 30.94,  1.00,
-15.35, 33.75,  0.00,
-15.35, 36.56,  0.00,
-15.35, 39.38,  0.00,
-15.35, 42.19,  0.00,
-15.35, 45.00,  0.00,
-15.35, 47.81,  0.00,
-15.35, 50.62,  0.00,
-15.35, 53.44,  0.00,
-15.35, 56.25,  0.00,
-15.35, 59.06,  0.00,
-15.35, 61.88,  0.00,
-15.35, 64.69,  0.00,
-15.35, 67.50,  0.00,
-15.35, 70.31,  0.00,
-15.35, 73.12,  0.00,
-15.35, 75.94,  0.00,
-15.35, 78.75,  0.00,
-15.35, 81.56,  0.00,
-15.35, 84.38,  0.00,
-15.35, 87.19,  0.00,
-15.35, 90.00,  0.00,
-15.35, 92.81,  0.00,
-15.35, 95.62,  0.00,
-15.35, 98.44,  0.00,
-15.35,101.25,  0.00,
-15.35,104.06,  0.00,
-15.35,106.88,  0.00,
-15.35,109.69,  0.00,
-15.35,112.50,  0.00,
-15.35,115.31,  0.00,
-15.35,118.12,  0.00,
-15.35,120.94,  0.00,
-15.35,123.75,  0.00,
-15.35,126.56,  0.00,
-15.35,129.38,  0.00,
-15.35,132.19,  0.00,
-15.35,135.00,  0.00,
-15.35,137.81,  0.00,
-15.35,140.62,  0.00,
-15.35,143.44,  0.00,
-15.35,146.25,  0.00,
-15.35,149.06,  0.00,
-15.35,151.88,  0.00,
-15.35,154.69,  0.00,
-15.35,157.50,  0.00,
-15.35,160.31,  0.00,
-15.35,163.12,  0.00,
-15.35,165.94,  0.00,
-15.35,168.75,  0.00,
-15.35,171.56,  0.00,
-15.35,174.38,  0.00,
-15.35,177.19,  0.00,
-15.35,180.00,  0.00,
-15.35,182.81,  0.00,
-15.35,185.62,  0.00,
-15.35,188.44,  0.00,
-15.35,191.25,  0.00,
-15.35,194.06,  0.00,
-15.35,196.88,  0.00,
-15.35,199.69,  0.00,
-15.35,202.50,  0.00,
-15.35,205.31,  0.00,
-15.35,208.12,  0.00,
-15.35,210.94,  0.00,
-15.35,213.75,  0.00,
-15.35,216.56,  0.00,
-15.35,219.38,  0.00,
-15.35,222.19,  0.00,
-15.35,225.00,  0.00,
-15.35,227.81,  0.00,
-15.35,230.62,  0.00,
-15.35,233.44,  0.00,
-15.35,236.25,  0.00,
-15.35,239.06,  0.00,
-15.35,241.88,  0.00,
-15.35,244.69,  0.00,
-15.35,247.50,  0.00,
-15.35,250.31,  0.00,
-15.35,253.12,  0.00,
-15.35,255.94,  0.00,
-15.35,258.75,  0.00,
-15.35,261.56,  0.00,
-15.35,264.38,  0.00,
-15.35,267.19,  0.00,
-15.35,270.00,  0.00,
-15.35,272.81,  0.00,
-15.35,275.62,  0.00,
-15.35,278.44,  0.00,
-15.35,281.25,  0.00,
-15.35,284.06,  0.00,
-15.35,286.88,  0.00,
-15.35,289.69,  0.00,
-15.35,292.50,  0.00,
-15.35,295.31,  0.00,
-15.35,298.12,  0.00,
-15.35,300.94,  0.00,
-15.35,303.75,  0.00,
-15.35,306.56,  0.00,
-15.35,309.38,  0.00,
-15.35,312.19,  0.00,
-15.35,315.00,  0.00,
-15.35,317.81,  1.00,
-15.35,320.62,  1.00,
-15.35,323.44,  1.00,
-15.35,326.25,  1.00,
-15.35,329.06,  1.00,
-15.35,331.88,  1.00,
-15.35,334.69,  1.00,
-15.35,337.50,  1.00,
-15.35,340.31,  1.00,
-15.35,343.12,  1.00,
-15.35,345.94,  1.00,
-15.35,348.75,  1.00,
-15.35,351.56,  1.00,
-15.35,354.38,  1.00,
-15.35,357.19,  1.00,
-18.14,  0.00,  1.00,
-18.14,  2.81,  1.00,
-18.14,  5.62,  1.00,
-18.14,  8.44,  1.00,
-18.14, 11.25,  1.00,
-18.14, 14.06,  1.00,
-18.14, 16.88,  1.00,
-18.14, 19.69,  1.00,
-18.14, 22.50,  1.00,
-18.14, 25.31,  1.00,
-18.14, 28.12,  1.00,
-18.14, 30.94,  1.00,
-18.14, 33.75,  0.00,
-18.14, 36.56,  0.00,
-18.14, 39.38,  0.00,
-18.14, 42.19,  0.00,
-18.14, 45.00,  0.00,
-18.14, 47.81,  0.00,
-18.14, 50.62,  0.00,
-18.14, 53.44,  0.00,
-18.14, 56.25,  0.00,
-18.14, 59.06,  0.00,
-18.14, 61.88,  0.00,
-18.14, 64.69,  0.00,
-18.14, 67.50,  0.00,
-18.14, 70.31,  0.00,
-18.14, 73.12,  0.00,
-18.14, 75.94,  0.00,
-18.14, 78.75,  0.00,
-18.14, 81.56,  0.00,
-18.14, 84.38,  0.00,
-18.14, 87.19,  0.00,
-18.14, 90.00,  0.00,
-18.14, 92.81,  0.00,
-18.14, 95.62,  0.00,
-18.14, 98.44,  0.00,
-18.14,101.25,  0.00,
-18.14,104.06,  0.00,
-18.14,106.88,  0.00,
-18.14,109.69,  0.00,
-18.14,112.50,  0.00,
-18.14,115.31,  0.00,
-18.14,118.12,  0.00,
-18.14,120.94,  0.00,
-18.14,123.75,  0.00,
-18.14,126.56,  0.00,
-18.14,129.38,  0.00,
-18.14,132.19,  0.00,
-18.14,135.00,  0.00,
-18.14,137.81,  0.00,
-18.14,140.62,  0.00,
-18.14,143.44,  0.00,
-18.14,146.25,  0.00,
-18.14,149.06,  0.00,
-18.14,151.88,  0.00,
-18.14,154.69,  0.00,
-18.14,157.50,  0.00,
-18.14,160.31,  0.00,
-18.14,163.12,  0.00,
-18.14,165.94,  0.00,
-18.14,168.75,  0.00,
-18.14,171.56,  0.00,
-18.14,174.38,  0.00,
-18.14,177.19,  0.00,
-18.14,180.00,  0.00,
-18.14,182.81,  0.00,
-18.14,185.62,  0.00,
-18.14,188.44,  0.00,
-18.14,191.25,  0.00,
-18.14,194.06,  0.00,
-18.14,196.88,  0.00,
-18.14,199.69,  0.00,
-18.14,202.50,  0.00,
-18.14,205.31,  0.00,
-18.14,208.12,  0.00,
-18.14,210.94,  0.00,
-18.14,213.75,  0.00,
-18.14,216.56,  0.00,
-18.14,219.38,  0.00,
-18.14,222.19,  0.00,
-18.14,225.00,  0.00,
-18.14,227.81,  0.00,
-18.14,230.62,  0.00,
-18.14,233.44,  0.00,
-18.14,236.25,  0.00,
-18.14,239.06,  0.00,
-18.14,241.88,  0.00,
-18.14,244.69,  0.00,
-18.14,247.50,  0.00,
-18.14,250.31,  0.00,
-18.14,253.12,  0.00,
-18.14,255.94,  0.00,
-18.14,258.75,  0.00,
-18.14,261.56,  0.00,
-18.14,264.38,  0.00,
-18.14,267.19,  0.00,
-18.14,270.00,  0.00,
-18.14,272.81,  0.00,
-18.14,275.62,  0.00,
-18.14,278.44,  0.00,
-18.14,281.25,  0.00,
-18.14,284.06,  0.00,
-18.14,286.88,  0.00,
-18.14,289.69,  0.00,
-18.14,292.50,  0.00,
-18.14,295.31,  0.00,
-18.14,298.12,  0.00,
-18.14,300.94,  0.00,
-18.14,303.75,  0.00,
-18.14,306.56,  0.00,
-18.14,309.38,  0.00,
-18.14,312.19,  0.00,
-18.14,315.00,  0.00,
